hotelName,hotelAddress,hotelDescription,pricePerNight,scoreGeneral,scoreValueForMoney,scoreLocation,scoreClean,Street,City
Tal Shahar Zimmers,"52 Nehar HaYarden Street, Tal Shaẖar","Set 36 km from Holyland Model of Jerusalem, Tal Shahar Zimmers offers accommodation with free WiFi and free private parking.The holiday home provides guests with a terrace, garden views, a seating area, a flat-screen TV, a fully equipped kitchen …Read more",786.0,8.4,8.2,8.9,8.4,52 Nehar HaYarden Street,Tal Shaẖar
Moran Slowness - מורן סלואונס,"HaZayit Street, Moran","Moran Slowness - מורן סלואונס features an outdoor swimming pool, garden, a shared lounge and terrace in Moran. Offering a bar, the property is located within 33 km of The Bahá’í Gardens in ‘Akko. Guests can use the sauna, or enjoy garden views.All …Read more",822.0,8.1,7.3,9.2,8.0,HaZayit Street,Moran
Sea Tower by Isrotel Design,"78 Hayarkon Street, Tel Aviv","With panoramic views over Tel Aviv and the Mediterranean Sea, the Isrotel Tower Hotel offers a rooftop pool and free WiFi. It has air-conditioned rooms and suites, complete with a satellite flat-screen TV.Part of a 30-storey building, 50 m from …Read more",800.0,8.4,7.9,9.1,8.7,78 Hayarkon Street,Tel Aviv
Herods Herzliya,"Herzliya Marina, Herzelia ","Located on Herzelia beachfront and offering an outdoor pool and a garden, the 5-star superior Herods Herzliya has accommodation with a minibar, parquet floors and a flat-screen TV. It comes with a gym, free WiFi and free parking.Each room here …Read more",1538.0,7.9,7.2,8.5,8.3,Herzliya Marina,Herzelia
Sea Life Nahariya BY Jacob Hotels,"Haaliya 75 , Nahariyya","Set just 20 m from the beach in the northern part of Nahariyya, Sea Life hotel offers stylish suites with free Wi-Fi. There is an outdoor swimming pool, restaurant and sun terrace.Air-conditioned suites. The hotel is located near the beach, …Read more",812.0,7.9,7.6,8.8,7.8,Haaliya 75 ,Nahariyya
מול ההר,"עין זיוון, Ein Zivan","Situated in Ein Zivan in the North District Israel region and The Banias Waterfall reachable within 31 km, מול ההר features accommodation with free WiFi, BBQ facilities, a garden and free private parking.Each unit comes with a sofa bed, a seating …Read more",713.0,9.7,9.8,9.7,9.9,עין זיוון,Ein Zivan
Zimmer & Spa Kesem Hamaga,"Bet Leẖem HaGelilit, Bet Leẖem HaGelilit","Set in Bet Leẖem HaGelilit in the North District Israel Region, 21 km from Haifa, Zimmer & Spa Kesem Hamaga features a spa centre with sauna, and a baclony with a hot tub. Tiberias is 33 km from the property.All units are air conditioned and …Read more",641.0,9.0,8.9,9.1,9.3,Bet Leẖem HaGelilit,Bet Leẖem HaGelilit
Alberto by Isrotel Design,"Nahalat Binyamin Street 46, Tel Aviv","Featuring a seasonal outdoor swimming pool, a fitness centre as well as a bar, Alberto by Isrotel Design is set in the centre of Tel Aviv, 1 km from Aviv Beach. With free WiFi, this 4-star hotel offers a 24-hour front desk. The property is close …Read more",758.0,8.6,8.3,9.7,9.0,Nahalat Binyamin Street 46,Tel Aviv
Nofey Habashan,"Kibbutz Lehavot Habashan, Lahavot HaBashan","Nofe Habashan offers luxury accommodation and extensive grounds with a BBQ, tennis court and swimming pool. It has a tranquil location in a kibbutz in Galilee's Hula Valley.The Lehavot HaBashan kibbutz is in the Upper Galilee area of Israel. …Read more",887.0,7.8,7.5,9.0,7.7,Kibbutz Lehavot Habashan,Lahavot HaBashan
Jungle Jaffa Hostel Age 18 to 45,"She'erit Yisra'el Street 31, Tel Aviv","Located in Tel Aviv, 1.1 km from Alma Beach, Jungle Jaffa Hostel Age 18 to 45 provides air-conditioned rooms with free WiFi. The property is around 2.2 km from Aviv Beach, 2.5 km from Banana Beach and 2.7 km from Jerusalem Beach. The accommodation …Read more",267.0,8.2,8.5,8.7,8.0,She'erit Yisra'el Street 31,Tel Aviv
Tamara Ashkelon Hotel,"Yefe Nof Street, Ashkelon","Set in Ashkelon, 400 m from Delilah Beach, Tamara Ashkelon Hotel offers accommodation with a seasonal outdoor swimming pool, free private parking, a fitness centre and a shared lounge. Among the facilities of this property are a restaurant, a …Read more",700.0,8.1,6.6,9.1,7.9,Yefe Nof Street,Ashkelon
Olive Gilboa,"675, Ma‘ale Gilboa‘","Olive Gilboa is set in Ma‘ale Gilboa‘, at the top of Mont Gilboa, and has a seasonal outdoor pool, a garden and a bar. This property also provides guests with a restaurant. Staff on site can arrange airport transfers.The rooms in the hotel are …Read more",639.0,8.3,8.1,9.2,8.3,675,Ma‘ale Gilboa‘
Dan Caesarea Resort,"Rothschild Street, Caesarea","Conveniently located between Tel Aviv and Haifa just few hundred metres from the coast, lies this beautiful estate offering luxurious ambiance in the heart of Caesarea's 18-hole golf resort. Free Wi-Fi is available throughout the property.The …Read more",1625.0,8.9,8.1,9.2,9.3,Rothschild Street,Caesarea
Abraham Tel Aviv,"21 Levontin Street, Tel Aviv","Abraham Tel Aviv is located in the Tel Aviv City-Centre district, 600 m from Independence Hall Museum and 700 m from Shenkin Street. This air-conditioned hostel has a green terrace and views of the city. Free WiFi is available throughout the property.All …Read more",594.0,8.4,8.3,9.1,8.4,21 Levontin Street,Tel Aviv
Erettz Dafna Travel Hotel,"1, Dafna","Situated in Dafna, Erettz Dafna has garden and free WiFi. Guests enjoy free access to a swimming pool located a 15-minute walk away.All rooms are fitted with air conditioning, a flat-screen TV with satellite channels, a microwave, a kettle, …Read more",560.0,8.3,7.6,9.3,8.4,1,Dafna
Gordonia Private Hotel,"Maale Hachamisha, Kiryat Anavim, Maale Hachamisha","Located in Maale Hachamisha in the Kiryet Anavim District, 16 km from Mount Herzl, the kosher-only Gordonia Private Hotel features free WiFi is available throughout the property. The hotel has a dairy menu and all meals are dairy based (breakfast …Read more",1966.0,9.2,8.6,9.5,9.4,Maale Hachamisha,"Kiryat Anavim, Maale Hachamisha"
Golana,"מעלה גמלא, Ma'ale Gamla","Located in Ma'ale Gamla, 23 km from Mt of Beatitudes and 32 km from Tomb of Maimonides, Golana provides accommodation with free WiFi, a garden with an outdoor swimming pool, pool views, and access to a sauna and a hot tub. The accommodation is …Read more",538.0,8.0,7.7,8.5,7.6,מעלה גמלא,Ma'ale Gamla
Ramada by Wyndham Ramat Gan,"1 Krinitzi Street, Ramat Gan","Featuring a panoramic rooftop terrace Ramada by Wyndham Ramat Gan offers a variety of rooms and suites in the business area 10 minutes' drive from the centre of Tel Aviv.WiFi is free throughout.The property boasts the HUB, a shared work space …Read more",552.0,7.4,8.8,9.3,9.2,1 Krinitzi Street,Ramat Gan
Leonardo Plaza Hotel Tiberias,"1 Habanim Street, Tiberias","Leonardo Plaza Hotel Tiberias is set on the promenade overlooking the Sea of Galilee. It has a spa with a gym, and includes seasonal facilities, such as a pool.All rooms are air conditioned and feature cable TV and a minibar. Some have a balcony …Read more",885.0,7.7,7.3,8.7,7.8,1 Habanim Street,Tiberias
דירת נופש ברמת ישי,"Simtat HaEla 6, Ramat Yishay","A sustainable apartment set in Ramat Yishay, דירת נופש ברמת ישי features a garden. The air-conditioned accommodation is 23 km from Haifa’s Municipal Theater, and guests can benefit from complimentary WiFi and private parking available on site. …Read more",355.0,9.5,9.8,9.6,9.7,Simtat HaEla 6,Ramat Yishay
Numa Emek-Countryside Guesthouse in Yokneam Moshava,"1 Agra St., Yoqne‘am","Numa Emek-Countryside Guesthouse in Yokneam Moshava is set in Yokneam Moshav, with an outdoor swimming pool and a children’s playground just a 5-minute walk away. It offers the lush garden with barbecue facilities and rooms with free Wi-Fi and …Read more",470.0,9.4,9.2,9.5,9.8,1 Agra St.,Yoqne‘am
Hacienda Forest View Hotel,"Yafe Nof, Ma'alot Tarshiha","Located in the middle of a forest in the beautiful region of Western Galilee, the Hacienda Forest View Hotel is a resort hotel offering an impressive list of services and facilities, including an outdoor swimming pool.The hotel's facilities …Read more",769.0,8.1,7.6,8.9,8.3,Yafe Nof,Ma'alot Tarshiha
Club Hotel Eilat - All Suites Hotel,"Ha'arava Road P.O 4444, Eilat","Club Hotel Eilat is located in Eilat, less than a 3-minute walk from the beach and Mall Hayam shopping center, and covers an area of over 10 acres. The hotel has a water park with 6 swimming pools, a sun terrace, a health center and free wireless …Read more",2285.0,8.0,8.0,9.0,8.2,Ha'arava Road P.O 4444,Eilat
Port Tower by Isrotel Design,"HaYarkon Street 298, Tel Aviv","Facing the beachfront, Port Tower by Isrotel Design offers 4-star accommodation in Tel Aviv and features a fitness centre, restaurant and bar. The property is around 2.7 km from Dizengoff Square, 2.7 km from Kikar Ha-Medina and 2.8 km from Itzhak …Read more",714.0,8.5,8.0,9.0,8.9,HaYarkon Street 298,Tel Aviv
Elma Hotel and Art Complex,"1 Yair Street, Zikhron Ya‘aqov","Offering an outdoor seasonal pool and an indoor pool, Elma Arts Complex Luxury Hotel is located in Zikhron Ya‘aqov. Free WiFi access is available in all rooms.Please note that the access to the indoor swimming pool is for guests 16 years old …Read more",1197.0,8.7,7.7,9.3,8.7,1 Yair Street,Zikhron Ya‘aqov
Shakti in Clil,"Clil, next to the bakery , Clil","Set in Clil, just 17 km from The Bahá’í Gardens in ‘Akko, Shakti in Clil offers accommodation with a garden, a terrace, a restaurant and free WiFi. Featuring free private parking, the homestay is in an area where guests can engage in activities …Read more",1080.0,8.5,8.9,9.4,8.4,Clil,"next to the bakery , Clil"
Cabin 81,"Hanorit, Amikam","Situated in Amikam in the North District Israel region and Haifa’s Municipal Theater reachable within 49 km, Cabin 81 features accommodation with free WiFi, a children's playground, a garden and free private parking.The lodge provides guests …Read more",582.0,9.3,9.3,9.5,9.5,Hanorit,Amikam
skyZimmer network-Ahuzat omanim,"Ani'am, 341 Aniam, Ani'am","Located in Ani'am, 33 km from Mt of Beatitudes and 39 km from Israel Bible Museum, skyZimmer network-Ahuzat omanim provides accommodation with air conditioning and access to a garden with a terrace.The accommodation comes with a fully equipped …Read more",717.0,8.3,8.2,9.6,9.3,Ani'am,"341 Aniam, Ani'am"
Between Water and Sky,"Neo't Golan, Neot Golan","Between Water and Sky has elegant suites, featuring a hot tub, and a flat-screen TV with satellite channels. Each has a furnished balcony with views over the Sea of Galilee.All of the suites have free Wi-Fi access and a minibar with free non-alcoholic …Read more",667.0,9.4,9.4,9.1,9.6,Neo't Golan,Neot Golan
Ein Harod Ichud Kibbutz Country Lodging,"Kibbutz Ein Harod Ichud, ‘En H̱arod","Set in the Harod Valley near Mount Gilboa, this peaceful kibbutz includes an olympic outdoor pool, stables, and a dairy farm. Guest rooms come with free WiFi throughout.Home to one of the first art museums in Israel, Ein Harod Ichud Kibbutz …Read more",447.0,8.5,8.1,9.1,8.5,Kibbutz Ein Harod Ichud,‘En H̱arod
"Crowne Plaza Tel Aviv Beach, an IHG Hotel","145 Hayarkon Street, Tel Aviv","Crowne Plaza Tel Aviv Beach overlooks the Mediterranean Sea, and offers direct access to its sandy beaches. It features an outdoor swimming pool and air-conditioned rooms equipped with free WiFi.This Crowne Plaza Hotel is a tall building with …Read more",990.0,8.0,7.5,9.3,8.3,145 Hayarkon Street,Tel Aviv
Desert Routes Inn Shvilim ba Midbar,"Meshek 85, H̱aẕeva","Desert Routes Inn Shvilim ba Midbar is located in the Moshav Hatzeva in the heart of the Arava Desert, a 40-minute drive from the Dead Sea. Decorated in oriental style, the property offers accommodation with outdoor areas and colourful rugs. Free …Read more",575.0,8.8,8.4,9.0,9.3,Meshek 85,H̱aẕeva
Kibbutz Ortal Tourism,"Kibbutz Ortal, Ortal","Surrounded by pine trees and greenery, Ortal is a large, tranquil kibbutz in the Golan Heights. It offers both stylish rooms, and luxury wooden chalets with hot tub and free WiFi.The Ortal's rooms are furnished in soft colours and all come with …Read more",494.0,8.7,8.6,9.5,9.1,Kibbutz Ortal,Ortal
Villa Galilee Boutique Hotel and Spa,"106 Hagdud Hashlishi Street, Safed","Located on Mount Canaan, Villa Galilee is just a few minutes' drive from the historic city of Safed and Rosh Pinna. This beautiful boutique hotel offers peaceful location and a seasonal outdoor swimming pool.The unique Villa Galilee Chateaux …Read more",1112.0,8.6,8.2,8.7,8.7,106 Hagdud Hashlishi Street,Safed
Eden Hotel,"8 Shmaryahu Levin Street, Haifa","Set in an 20th-century historical building in the centre of Haifa, the family-run Eden Hotel offers free parking and comfortable accommodation. Each room offers free WiFi and a TV.Rooms are air-conditioned and come with a fridge, a microwave, …Read more",299.0,7.3,8.8,9.3,9.2,8 Shmaryahu Levin Street,Haifa
Out of Africa Resort,"Hofim 44, Had Nes","Overlooking the Sea of Galilee and surrounding hills, this property has a distinctive African design and is ideal for a relaxing break. It features a garden and an outdoor pool.The elegant suites at Out Of Africa Resort come with a balcony or …Read more",1147.0,9.0,7.9,9.3,9.3,Hofim 44,Had Nes
La Finca Boutique - Old City,"39 Mordey HaGeta'ot Street, Beer Sheva","Located in Beer Sheva, La Finca Boutique - Old City provides 5-star accommodation with private balconies. This 5-star hotel features free WiFi and a garden. Rooms come with a patio with a garden view.The hotel will provide guests with air-conditioned …Read more",493.0,9.0,9.3,8.9,9.5,39 Mordey HaGeta'ot Street,Beer Sheva
Villa Brown Moshava - a member of Brown Hotels,"Yehoshua Bin Nun 13, Jerusalem","Housed in a historic building in the centre of the German colony in Jerusalem, Villa Brown Moshava - a member of Brown Hotels -  Boutique Hotel offers free-to-use bikes. Free Wi-Fi access is available.Rooms here come with a Smart TV, air conditioning …Read more",615.0,8.7,8.5,9.4,9.0,Yehoshua Bin Nun 13,Jerusalem
Galilean villa with jacuzzi,"בן צבי, Qiryat ‘Amal","Located in Qiryat ‘Amal in the North District Israel region and Haifa’s Municipal Theater reachable within 19 km, Galilean villa with jacuzzi provides accommodation with free WiFi, a children's playground, a garden and free private parking.Some …Read more",1735.0,9.5,9.4,9.7,10.0,בן צבי,Qiryat ‘Amal
Ein Zivan Village Resort,"Ein Zivan, Ein Zivan","Situated next to Mount Avital, in the northern Golan Heights, El Zivan is a kibbutz that features an outdoor pool, a lush orchard and a small ZOO. There is a barbecue and a children’s playground at guests’ disposal. Free Wi-Fi is provided throughout.All …Read more",492.0,7.9,7.3,9.1,8.0,Ein Zivan,Ein Zivan
Ein Zivan Village Resort,"Ein Zivan, Ein Zivan","Situated next to Mount Avital, in the northern Golan Heights, El Zivan is a kibbutz that features an outdoor pool, a lush orchard and a small ZOO. There is a barbecue and a children’s playground at guests’ disposal. Free Wi-Fi is provided throughout.All …Read more",547.0,7.9,7.3,9.1,8.0,Ein Zivan,Ein Zivan
YMCA Three Arches Hotel,"26 King David Street, Jerusalem","In the heart of Jerusalem, the YMCA Three Arches Hotel probably has the best location in town. Opposite the famous King David Hotel, it is a 10-minute walk from the Old City.Most attractions of the city can be explored easily by foot from the …Read more",548.0,8.3,8.2,9.6,8.6,26 King David Street,Jerusalem
